loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,revol_bal,revol_util,total_acc,longest_credit_length
13580,36 months,13.59,126.44,G,8 years,OWN,95401.19,Charged Off,home_improvement,0.56,9,764,720,7,29091,7.72,46,19
39622,60 months,21.31,149.14,E,4 years,RENT,78136.51,Fully Paid,major_purchase,17.84,6,611,698,7,20714,27.8,8,2
20393,60 months,10.64,546.5,A,10+ years,MORTGAGE,174113.08,Charged Off,small_business,0.57,9,724,650,3,15929,25.24,9,21
34545,36 months,20.93,312.1,F,1 year,RENT,158549.85,Charged Off,debt_consolidation,19.91,5,847,738,2,31329,45.18,7,29
14125,60 months,10.78,133.86,D,6 years,OWN,129800.53,Fully Paid,home_improvement,20.31,3,767,676,8,17668,17.25,28,40
6458,60 months,15.76,799.95,C,2 years,RENT,155036.16,Fully Paid,major_purchase,3.55,8,615,746,2,17372,86.25,42,42
4303,36 months,7.27,83.21,B,8 years,OWN,64692.86,Fully Paid,major_purchase,18.41,4,626,751,9,40877,19.35,39,41
18032,36 months,17.67,85.65,F,4 years,OTHER,146487.81,Default,small_business,15.61,5,651,837,9,27424,40.09,34,43
24579,36 months,22.81,493.95,E,3 years,MORTGAGE,161190.88,Charged Off,credit_card,27.98,5,718,807,6,23214,25.57,19,38
17982,60 months,9.67,210.88,C,7 years,OTHER,147141.42,Fully Paid,major_purchase,20.95,6,772,670,1,16404,28.25,27,30
26345,36 months,17.19,370.14,G,2 years,MORTGAGE,50624.5,Fully Paid,small_business,29.81,3,823,840,0,9841,21.64,11,44
6131,36 months,17.63,571.71,D,10+ years,RENT,112723.21,Fully Paid,credit_card,22.24,7,637,719,2,13407,78.27,9,42
12069,60 months,20.32,268.33,F,3 years,OWN,126656.82,Fully Paid,small_business,25.65,1,745,821,4,28628,87.0,45,28
27750,36 months,18.52,635.0,E,5 years,OWN,161621.55,Fully Paid,credit_card,6.87,1,739,663,8,48133,12.6,5,19
24259,36 months,7.03,272.01,A,10+ years,MORTGAGE,72696.2,Fully Paid,debt_consolidation,29.43,6,835,660,9,20928,76.27,27,46
33637,60 months,10.56,227.72,A,7 years,OTHER,55462.7,Default,debt_consolidation,2.2,1,798,743,5,15380,51.66,37,38
28957,60 months,18.95,385.23,B,8 years,OWN,69816.46,Default,small_business,22.71,3,691,605,7,4793,67.46,22,20
18121,36 months,6.33,363.34,A,8 years,RENT,63074.35,Charged Off,small_business,5.8,9,606,842,0,24942,27.46,23,40
26200,60 months,22.76,55.24,C,< 1 year,OWN,190974.7,Fully Paid,home_improvement,17.48,5,761,631,0,43130,73.71,10,10
36632,36 months,11.99,374.13,A,4 years,MORTGAGE,34192.18,Default,home_improvement,2.81,5,662,624,8,49173,49.93,5,34
18062,36 months,5.78,633.05,B,6 years,OTHER,110673.94,Fully Paid,home_improvement,29.12,0,847,682,7,33396,42.21,7,31
3297,36 months,11.61,605.25,E,2 years,OTHER,168812.52,Fully Paid,home_improvement,12.16,1,692,684,3,40765,80.96,23,23
25797,60 months,17.81,265.38,F,3 years,OTHER,174809.11,Default,debt_consolidation,21.21,0,848,642,3,1773,67.25,33,47
20786,36 months,20.18,834.77,F,10+ years,OWN,87727.83,Fully Paid,small_business,20.63,3,704,832,8,39616,47.19,17,19
3852,36 months,17.56,777.68,G,8 years,RENT,30004.48,Fully Paid,credit_card,0.78,1,717,743,5,36885,77.86,26,1
17118,60 months,6.06,675.93,C,1 year,OWN,189170.42,Fully Paid,major_purchase,15.56,5,847,795,4,9368,74.11,42,47
11990,36 months,18.49,975.58,D,10+ years,OTHER,43189.08,Fully Paid,debt_consolidation,1.21,0,799,688,7,14621,75.9,30,25
34748,36 months,11.98,311.06,A,8 years,OTHER,71963.98,Default,debt_consolidation,22.05,2,831,735,1,44213,56.43,14,3
7179,60 months,19.03,629.79,F,5 years,RENT,137631.49,Default,debt_consolidation,29.31,2,647,744,0,4517,56.14,25,9
35964,60 months,8.42,967.47,G,4 years,OWN,30236.73,Default,home_improvement,9.76,1,804,732,0,38833,5.93,10,8
15152,60 months,18.21,116.64,A,4 years,OTHER,78793.85,Default,credit_card,8.47,3,652,766,5,27047,3.94,36,32
2386,36 months,24.47,349.73,E,8 years,MORTGAGE,113804.0,Fully Paid,debt_consolidation,22.91,4,824,775,2,42275,5.84,18,18
34686,36 months,15.28,268.91,G,5 years,OTHER,183628.81,Default,major_purchase,22.72,6,802,738,5,24661,37.43,44,33
18249,60 months,13.67,423.05,F,7 years,OTHER,128079.19,Default,home_improvement,0.18,4,724,845,1,4838,17.05,36,20
14847,36 months,21.23,916.15,A,5 years,OTHER,155220.35,Fully Paid,small_business,21.21,1,672,787,7,42873,27.32,25,35
15430,60 months,14.41,945.19,C,< 1 year,OTHER,82739.74,Fully Paid,credit_card,13.87,5,830,833,8,44805,24.54,16,42
31405,36 months,17.19,210.59,G,7 years,MORTGAGE,28715.69,Charged Off,debt_consolidation,27.92,7,677,699,2,26500,13.84,48,24
2623,36 months,6.49,250.68,F,3 years,OTHER,28444.25,Default,home_improvement,23.85,0,754,666,0,12959,65.25,29,10
34722,60 months,10.28,563.65,E,9 years,OTHER,55111.91,Default,small_business,20.05,7,803,678,7,45376,53.21,34,30
8459,36 months,9.04,961.51,B,7 years,RENT,121806.94,Charged Off,major_purchase,20.12,2,662,665,0,41929,87.69,34,47
11478,60 months,6.76,368.24,A,< 1 year,MORTGAGE,193138.6,Charged Off,credit_card,14.09,9,685,722,3,33606,53.33,42,34
32144,36 months,21.67,53.13,A,9 years,OWN,172135.75,Charged Off,home_improvement,29.21,3,619,646,2,9792,14.87,49,35
9161,60 months,7.01,652.77,A,< 1 year,OWN,173453.14,Fully Paid,small_business,18.03,4,717,639,1,18761,0.75,33,29
31167,36 months,22.77,375.2,B,6 years,RENT,194796.75,Charged Off,credit_card,19.94,4,653,644,3,830,25.81,8,36
26716,36 months,10.03,178.15,C,10+ years,OTHER,25820.85,Default,small_business,13.47,5,846,607,1,24528,10.56,32,30
12392,60 months,15.87,115.25,C,1 year,OTHER,115649.09,Charged Off,home_improvement,1.42,8,664,685,5,13908,67.45,24,24
27757,36 months,20.73,987.35,C,8 years,OTHER,90327.96,Fully Paid,credit_card,3.33,2,615,750,8,45046,26.64,23,11
13909,36 months,12.31,646.82,B,1 year,RENT,36014.4,Fully Paid,credit_card,22.2,8,648,756,1,17866,49.94,25,38
37839,60 months,15.31,596.03,A,7 years,OWN,119731.05,Default,home_improvement,28.51,9,679,767,9,48909,37.02,33,13
29090,60 months,8.71,773.44,E,10+ years,OWN,179172.2,Charged Off,home_improvement,24.3,3,689,619,8,7446,76.67,39,3
23297,36 months,8.79,603.17,A,5 years,RENT,70912.07,Charged Off,credit_card,15.7,4,778,814,6,49042,51.81,39,7
29368,60 months,10.73,176.59,G,< 1 year,MORTGAGE,174525.28,Fully Paid,credit_card,28.05,4,818,618,9,23100,17.68,25,44
21806,36 months,10.02,68.62,E,4 years,RENT,61810.17,Default,debt_consolidation,21.06,6,729,641,6,3835,86.96,40,21
18979,60 months,17.77,227.17,D,3 years,OTHER,184337.32,Default,home_improvement,18.52,8,809,637,0,16339,0.81,47,35
24752,60 months,11.18,952.34,D,9 years,RENT,117499.75,Charged Off,home_improvement,17.55,5,793,732,2,13979,5.85,35,48
33737,60 months,8.21,743.72,A,8 years,RENT,165433.52,Charged Off,credit_card,17.05,4,645,760,3,40835,95.57,19,29
22731,36 months,16.25,650.73,A,< 1 year,OWN,168197.68,Default,major_purchase,21.38,8,724,667,1,37274,5.41,34,27
2548,60 months,19.95,111.02,G,< 1 year,MORTGAGE,56398.79,Default,debt_consolidation,29.14,0,813,798,7,32553,26.48,47,38
39584,60 months,6.08,676.57,F,7 years,RENT,77296.08,Default,debt_consolidation,20.21,0,819,766,6,13295,46.47,15,38
26368,60 months,7.7,364.62,C,5 years,OTHER,127090.86,Fully Paid,small_business,0.82,5,756,787,9,20692,69.65,31,49
10518,36 months,8.45,509.88,B,< 1 year,RENT,193242.3,Charged Off,credit_card,6.59,3,706,807,5,2946,5.05,15,34
37860,60 months,18.0,885.99,B,7 years,MORTGAGE,164254.54,Fully Paid,major_purchase,14.13,0,668,643,1,18080,62.84,14,21
26237,36 months,16.33,944.66,B,9 years,OTHER,114908.81,Charged Off,major_purchase,25.73,9,844,728,5,6930,12.08,28,11
38189,60 months,22.66,717.65,D,2 years,MORTGAGE,31618.03,Charged Off,small_business,3.98,7,703,768,2,14054,32.14,34,43
31271,36 months,7.16,565.75,D,< 1 year,OTHER,168146.95,Fully Paid,home_improvement,27.39,5,646,759,3,1772,46.69,49,3
37460,60 months,24.64,660.17,A,9 years,MORTGAGE,140031.16,Default,home_improvement,10.66,4,800,789,7,24042,56.87,6,23
20440,36 months,9.87,750.73,B,5 years,RENT,40496.53,Fully Paid,debt_consolidation,11.82,6,819,832,4,39614,95.47,38,39
12144,60 months,8.18,314.74,G,2 years,OWN,173543.35,Charged Off,debt_consolidation,1.35,2,792,611,0,39180,15.46,34,17
22641,60 months,8.2,209.55,D,4 years,MORTGAGE,33695.48,Charged Off,debt_consolidation,27.23,2,677,642,6,21360,61.34,43,47
15725,36 months,15.06,262.92,A,10+ years,OWN,153442.01,Default,credit_card,5.56,9,724,602,3,19977,3.77,7,39
10194,60 months,16.97,867.72,B,1 year,MORTGAGE,50326.24,Charged Off,major_purchase,26.81,4,603,793,3,10311,8.37,36,13
39018,60 months,12.13,349.37,B,< 1 year,OWN,109177.26,Default,small_business,2.6,9,841,751,5,25883,87.76,25,21
14935,36 months,7.74,571.88,A,4 years,MORTGAGE,155958.45,Fully Paid,home_improvement,8.13,5,703,828,6,43638,12.5,38,27
10161,60 months,7.36,637.01,G,8 years,RENT,53108.42,Charged Off,small_business,14.66,5,695,753,6,32867,12.06,7,45
31664,36 months,8.61,657.41,G,6 years,OTHER,88897.19,Default,major_purchase,8.01,8,769,671,3,27411,33.31,32,7
17383,36 months,23.87,365.07,G,4 years,RENT,147013.63,Charged Off,debt_consolidation,4.96,2,743,607,0,10267,87.04,25,48
19242,36 months,11.64,943.6,E,1 year,OWN,89911.87,Default,home_improvement,8.06,0,628,804,3,18395,46.64,7,39
12136,60 months,21.69,506.84,E,6 years,RENT,72837.76,Fully Paid,small_business,19.74,9,749,767,7,7622,25.21,27,26
14454,60 months,12.35,720.51,C,< 1 year,MORTGAGE,175560.89,Default,home_improvement,5.74,9,833,648,3,31702,97.1,44,27
23449,60 months,7.47,695.22,C,8 years,RENT,66197.85,Charged Off,major_purchase,22.51,1,811,683,0,1687,9.12,41,25
2553,60 months,20.88,495.11,A,9 years,RENT,163337.55,Default,debt_consolidation,22.92,8,673,607,9,22990,70.85,43,38
11164,60 months,15.04,124.68,F,1 year,OTHER,143640.68,Charged Off,small_business,7.1,6,750,641,1,22448,90.66,28,20
22607,60 months,8.41,143.76,D,9 years,OWN,20294.95,Charged Off,credit_card,13.84,3,701,848,1,35210,48.93,45,8
19079,60 months,13.8,129.79,C,6 years,OWN,63305.85,Charged Off,home_improvement,13.88,2,811,842,9,42631,78.15,6,25
35622,36 months,24.57,328.33,B,9 years,OWN,59601.22,Charged Off,home_improvement,2.2,8,604,617,0,27618,84.12,6,12
4651,60 months,6.19,547.18,B,9 years,OWN,73742.44,Default,home_improvement,9.03,1,725,616,4,23554,36.09,23,11
32529,36 months,15.23,567.22,G,1 year,OTHER,176963.62,Default,major_purchase,9.73,2,820,719,4,8727,29.52,17,30
35009,36 months,10.46,430.93,F,8 years,OTHER,57236.79,Fully Paid,home_improvement,17.51,8,841,619,2,10621,57.12,15,3
7147,60 months,20.03,54.76,A,6 years,OTHER,54263.29,Fully Paid,small_business,26.58,0,660,772,4,36150,11.75,11,18
22557,60 months,7.16,101.9,D,6 years,OTHER,85816.6,Fully Paid,major_purchase,11.82,2,806,803,7,47437,68.29,17,21
27595,36 months,13.75,126.41,C,9 years,OTHER,187416.81,Default,debt_consolidation,19.17,6,601,725,9,16869,16.34,9,25
30397,60 months,11.21,77.19,A,8 years,MORTGAGE,198707.04,Charged Off,small_business,9.45,1,617,801,7,29359,57.16,31,40
35168,36 months,14.52,401.25,F,7 years,RENT,98412.06,Charged Off,home_improvement,4.9,2,681,836,3,6657,6.55,29,33
23218,60 months,18.72,65.84,C,9 years,OWN,30472.98,Fully Paid,small_business,9.99,9,792,831,2,9506,78.07,16,18
21600,60 months,5.88,856.9,E,10+ years,OTHER,100485.8,Fully Paid,home_improvement,6.22,6,753,616,0,6924,44.25,16,30
27274,36 months,7.37,397.35,B,8 years,RENT,112906.7,Fully Paid,home_improvement,11.61,9,648,651,4,33611,69.35,43,38
23204,36 months,14.7,539.31,A,4 years,OWN,152592.41,Fully Paid,home_improvement,2.27,6,688,834,8,14454,29.6,41,42
33857,60 months,14.55,146.81,F,5 years,MORTGAGE,100079.28,Default,home_improvement,28.61,1,751,833,7,30635,57.37,8,43
16909,36 months,9.05,555.8,G,2 years,OTHER,58875.96,Charged Off,major_purchase,25.16,6,617,745,1,8881,47.96,18,13
17530,60 months,9.85,319.64,A,5 years,OWN,48067.42,Default,major_purchase,28.49,2,712,675,4,42600,25.29,11,7
21178,36 months,17.12,807.16,D,10+ years,MORTGAGE,106727.79,Charged Off,credit_card,28.9,7,773,612,6,4914,8.98,11,25
1914,36 months,18.16,909.02,C,1 year,MORTGAGE,151156.43,Default,credit_card,17.93,4,732,798,1,40834,14.29,42,7
38436,36 months,20.5,130.3,G,8 years,MORTGAGE,121298.77,Fully Paid,small_business,9.63,9,690,784,9,35445,46.16,16,44
4525,36 months,5.51,711.45,E,1 year,RENT,198742.24,Charged Off,debt_consolidation,17.25,1,645,784,9,44996,4.37,26,34
35822,60 months,5.47,679.06,E,4 years,RENT,110913.73,Fully Paid,small_business,16.12,1,703,650,5,12507,45.89,39,29
26264,60 months,7.13,965.39,E,1 year,OTHER,72368.33,Default,debt_consolidation,9.04,5,657,769,4,43236,77.62,38,38
33232,60 months,11.73,941.54,B,< 1 year,MORTGAGE,85097.26,Fully Paid,major_purchase,3.21,0,769,660,1,13925,46.93,43,18
37943,36 months,14.92,701.88,E,1 year,OTHER,79047.87,Default,debt_consolidation,19.75,0,722,789,7,9120,43.53,13,45
10766,60 months,11.47,83.77,G,7 years,RENT,46417.24,Default,debt_consolidation,6.75,4,708,717,5,16994,69.77,10,18
12162,60 months,23.68,968.11,C,6 years,OTHER,65397.5,Charged Off,credit_card,9.49,5,737,827,3,39811,80.03,31,41
35897,36 months,6.91,960.64,E,< 1 year,OWN,139925.37,Default,debt_consolidation,17.79,5,704,801,8,10981,43.3,30,6
36513,36 months,17.95,536.54,E,8 years,MORTGAGE,90095.05,Charged Off,credit_card,23.77,1,802,673,1,8129,21.07,43,26
30965,36 months,16.99,919.74,C,9 years,OTHER,187162.84,Fully Paid,small_business,9.0,6,615,638,8,20660,27.54,26,35
27592,36 months,6.41,96.37,A,< 1 year,OWN,24958.5,Default,debt_consolidation,20.31,6,792,631,2,34501,72.54,42,46
20430,36 months,24.54,869.55,C,8 years,MORTGAGE,60867.95,Default,major_purchase,16.0,7,700,678,9,40465,4.45,11,19
35823,36 months,20.64,828.79,E,6 years,OWN,74935.96,Default,major_purchase,10.0,9,781,663,9,8739,28.44,40,26
25426,36 months,6.92,762.27,C,10+ years,OWN,44462.53,Charged Off,major_purchase,17.78,9,741,802,0,25751,66.57,29,2
27365,36 months,18.49,949.4,D,8 years,OWN,51947.46,Default,home_improvement,9.37,6,710,654,8,36284,61.51,30,46
16161,36 months,12.52,767.55,G,< 1 year,OWN,48733.33,Charged Off,credit_card,3.56,1,712,746,5,15319,17.29,27,25
18692,60 months,7.09,377.1,A,9 years,OWN,117879.31,Charged Off,credit_card,12.32,9,729,698,8,15769,31.91,25,32
32619,36 months,22.7,141.01,D,5 years,OTHER,113114.79,Charged Off,home_improvement,26.55,3,795,765,5,3573,95.1,5,34
36074,60 months,23.84,159.45,E,4 years,MORTGAGE,185110.39,Charged Off,small_business,5.68,8,681,609,1,37808,44.83,30,29
10746,60 months,9.08,562.23,D,10+ years,MORTGAGE,75800.33,Fully Paid,home_improvement,2.29,2,705,807,4,39180,43.33,27,43
28352,60 months,9.09,437.0,E,6 years,OTHER,45154.21,Charged Off,credit_card,0.55,1,682,702,0,5938,14.04,40,36
23738,36 months,9.62,810.29,F,2 years,OWN,39662.49,Charged Off,debt_consolidation,4.01,5,667,782,5,8766,99.33,18,9
6907,36 months,17.09,746.63,A,6 years,OTHER,151163.58,Default,home_improvement,7.33,0,656,644,6,22532,55.99,39,16
12433,60 months,22.96,480.37,B,5 years,RENT,30852.3,Default,home_improvement,6.3,9,752,676,8,34486,69.47,26,4
29394,60 months,9.35,747.79,B,10+ years,OTHER,190270.95,Default,home_improvement,7.0,0,793,749,2,12033,94.23,19,44
37785,36 months,24.32,856.43,B,3 years,MORTGAGE,74876.94,Fully Paid,credit_card,19.97,5,698,839,6,13781,94.35,29,12
24084,36 months,9.43,873.56,B,4 years,OTHER,52238.27,Default,small_business,28.22,0,693,778,1,12400,73.4,31,13
32656,60 months,17.65,447.24,G,2 years,OTHER,111422.09,Charged Off,major_purchase,29.42,2,739,763,4,188,8.07,34,45
11479,60 months,15.05,246.83,E,8 years,OWN,156517.24,Default,home_improvement,10.78,9,798,709,6,37025,23.85,20,27
14448,60 months,21.41,757.57,D,6 years,OTHER,26180.91,Fully Paid,home_improvement,22.19,4,792,647,6,36413,94.83,19,18
2075,36 months,12.41,171.72,G,10+ years,RENT,88539.19,Charged Off,credit_card,15.2,2,791,679,1,22006,31.53,40,22
36401,36 months,5.49,301.69,D,9 years,MORTGAGE,50827.13,Charged Off,credit_card,29.91,0,831,646,0,29070,9.35,13,21
18528,36 months,5.92,217.05,G,4 years,OTHER,175506.57,Fully Paid,home_improvement,10.52,0,683,651,5,19503,74.56,20,14
29285,60 months,16.49,598.21,G,7 years,OWN,181158.36,Charged Off,home_improvement,0.42,9,651,833,3,46798,2.0,12,19
5658,36 months,19.69,993.0,C,7 years,RENT,98434.64,Default,credit_card,22.54,3,800,708,9,22420,43.68,27,49
10825,60 months,13.37,449.62,E,8 years,OWN,133303.97,Charged Off,small_business,22.23,9,725,723,5,37362,68.98,5,33
39671,36 months,5.62,641.52,C,< 1 year,OWN,132513.55,Fully Paid,home_improvement,9.43,0,764,797,8,43907,26.38,15,46
25842,36 months,16.94,814.03,E,10+ years,OWN,76591.88,Default,credit_card,8.88,5,630,616,1,725,56.22,36,42
21839,36 months,11.0,349.84,C,10+ years,RENT,98204.76,Default,credit_card,4.7,8,706,749,1,7977,88.74,44,6
38373,36 months,22.25,625.7,E,9 years,RENT,194639.09,Charged Off,major_purchase,5.28,4,805,600,1,13693,17.58,20,4
4680,36 months,5.55,418.33,C,8 years,OTHER,190368.07,Default,small_business,13.41,7,782,667,8,36990,95.49,44,27
2998,60 months,13.04,979.86,E,6 years,OTHER,39054.55,Fully Paid,credit_card,8.05,5,815,776,0,24393,99.63,16,4
22886,36 months,14.26,295.19,G,9 years,RENT,23864.79,Charged Off,home_improvement,0.42,0,718,629,0,3317,11.53,34,4
8072,60 months,17.97,857.06,C,5 years,OTHER,55296.99,Charged Off,credit_card,3.45,1,764,671,1,12750,51.76,27,35
20309,60 months,7.04,901.3,B,2 years,MORTGAGE,165791.07,Charged Off,debt_consolidation,4.07,8,613,840,1,23994,16.54,9,14
9728,60 months,11.31,529.59,E,10+ years,OWN,21362.91,Fully Paid,major_purchase,8.3,8,782,716,7,5059,53.76,45,34
3249,36 months,8.06,87.84,F,10+ years,RENT,80518.24,Fully Paid,major_purchase,4.67,1,660,820,1,1704,44.94,27,20
6725,60 months,10.77,635.82,D,< 1 year,OTHER,148627.63,Default,debt_consolidation,8.88,9,834,702,6,30536,83.74,22,27
29260,60 months,19.27,236.17,G,2 years,OWN,190460.71,Fully Paid,small_business,11.58,9,768,829,2,33016,94.3,44,47
4379,36 months,7.18,952.43,G,10+ years,OTHER,138291.65,Charged Off,major_purchase,7.57,7,765,676,0,15336,68.5,6,42
27148,36 months,11.27,953.27,F,5 years,RENT,144825.56,Fully Paid,home_improvement,13.37,4,809,823,2,34842,80.74,46,24
7352,36 months,10.97,844.62,F,5 years,MORTGAGE,144891.45,Fully Paid,home_improvement,2.63,2,719,790,5,11567,49.2,20,42
9632,36 months,12.34,604.62,B,3 years,OTHER,90785.28,Fully Paid,home_improvement,21.42,7,803,689,6,33725,16.48,16,17
29022,36 months,11.62,78.14,G,10+ years,OTHER,131987.29,Default,major_purchase,1.85,2,759,775,4,15220,2.4,37,17
10375,60 months,16.81,595.1,C,8 years,OTHER,176122.85,Fully Paid,credit_card,17.68,3,672,613,5,4307,40.19,6,45
36075,36 months,19.7,293.7,F,10+ years,OTHER,114538.58,Charged Off,debt_consolidation,4.68,0,632,773,6,1390,76.74,6,33
